,Estado,Fecha,Camas,CamasCovid
15329,Virginia Occidental,2020-05-22,3764.0,129.0
12323,Utah,2020-05-22,2684.0,153.0
12765,Kentucky,2020-05-22,6112.0,476.0
20857,Luisiana,2020-05-22,5427.0,421.0
20349,Wisconsin,2020-05-22,7012.0,482.0
21092,Maine,2020-05-22,1764.0,83.0
19099,Alabama,2020-05-22,4748.0,401.0
15730,Massachusetts,2020-05-22,12182.0,2737.0
18574,Colorado,2020-05-22,3859.0,365.0
12491,Washington DC,2020-05-22,2044.0,444.0
12251,Idaho,2020-05-22,1577.0,19.0
17594,Misuri,2020-05-22,11146.0,704.0
19783,Virginia,2020-05-22,8000.0,980.0
16667,Florida,2020-05-22,19294.0,3454.0
12854,Alaska,2020-05-22,933.0,23.0
18311,Islas Virgenes,2020-05-22,62.0,1.0
14478,Carolina del Norte,2020-05-22,18405.0,772.0
17341,Ohio,2020-05-22,10812.0,1258.0
18641,Oregón,2020-05-22,3155.0,135.0
20938,Pensilvania,2020-05-22,8458.0,1803.0
17015,Arkansas,2020-05-22,5029.0,201.0
14267,Texas,2020-05-22,30109.0,2371.0
16901,Hawái,2020-05-22,2069.0,20.0
20604,Nevada,2020-05-22,3070.0,459.0
18133,Maryland,2020-05-22,6742.0,1783.0
17259,Nueva York,2020-05-22,24156.0,5056.0
14191,Iowa,2020-05-22,4662.0,339.0
21558,Connecticut,2020-05-22,5585.0,1120.0
16553,Nuevo Hampshire,2020-05-22,1662.0,109.0
16372,Tennessee,2020-05-22,12742.0,427.0
14826,Delaware,2020-05-22,1847.0,237.0
19063,Dakota del Sur,2020-05-22,865.0,66.0
16494,carolina del Sur,2020-05-22,7397.0,461.0
16463,Nueva Jersey,2020-05-22,9852.0,2816.0
20935,Montana,2020-05-22,1421.0,28.0
18853,Indiana,2020-05-22,8401.0,1086.0
16136,Luisiana,2020-05-21,5428.0,878.0
14312,Minnesota,2020-05-21,6925.0,747.0
13590,Hawái,2020-05-21,2033.0,16.0
21298,Vermont,2020-05-21,731.0,12.0
18458,Maine,2020-05-21,1789.0,86.0
20301,Utah,2020-05-21,2787.0,172.0
16138,Puerto Rico,2020-05-21,2023.0,109.0
13103,Indiana,2020-05-21,8327.0,1103.0
14350,Nevada,2020-05-21,3533.0,479.0
17505,Arizona,2020-05-21,8262.0,1099.0
20184,Delaware,2020-05-21,1842.0,247.0
17067,Florida,2020-05-21,19478.0,3289.0
16877,Nuevo México,2020-05-21,1177.0,213.0
17687,Illinois,2020-05-21,16528.0,2969.0
13342,Nueva York,2020-05-21,24559.0,5308.0
12485,Carolina del Norte,2020-05-21,18657.0,761.0
14223,Tennessee,2020-05-21,12451.0,409.0
15829,Misuri,2020-05-21,11355.0,754.0
11837,Washington DC,2020-05-21,1998.0,424.0
11590,Colorado,2020-05-21,3830.0,382.0
16022,Georgia,2020-05-21,13054.0,1711.0
20898,carolina del Sur,2020-05-21,7909.0,449.0
19609,California,2020-05-21,40457.0,4819.0
17000,Washington,2020-05-21,7902.0,607.0
12859,Islas Virgenes,2020-05-21,69.0,1.0
15976,Wisconsin,2020-05-21,7861.0,583.0
21443,Maryland,2020-05-21,6969.0,1785.0
17888,Misisipi,2020-05-21,4258.0,555.0
15176,Dakota del Norte,2020-05-21,1551.0,70.0
19951,Nueva Jersey,2020-05-21,10455.0,2944.0
20769,Iowa,2020-05-21,4745.0,363.0
20714,Wyoming,2020-05-21,447.0,20.0
16602,Kentucky,2020-05-21,6117.0,491.0
20544,Ohio,2020-05-21,10703.0,1275.0
18816,Oklahoma,2020-05-21,6036.0,307.0
12774,Nuevo Hampshire,2020-05-21,1656.0,116.0
15927,Oregón,2020-05-21,3547.0,144.0
13527,Virginia Occidental,2020-05-21,3805.0,167.0
14060,Pensilvania,2020-05-21,8370.0,1888.0
14774,Arkansas,2020-05-21,5084.0,189.0
20662,Virginia,2020-05-21,8041.0,1015.0
19960,Montana,2020-05-21,1436.0,24.0
21480,Alaska,2020-05-21,835.0,10.0
18226,Rhode Island,2020-05-21,353.0,25.0
14094,Connecticut,2020-05-21,5486.0,1172.0
11752,Míchigan,2020-05-21,10662.0,1250.0
17842,Idaho,2020-05-21,1681.0,27.0
13318,Alabama,2020-05-21,4904.0,409.0
12243,Dakota del Sur,2020-05-21,868.0,66.0
19694,Kansas,2020-05-21,4028.0,207.0
17584,Texas,2020-05-21,29923.0,2382.0
17207,Nebraska,2020-05-21,2954.0,297.0
13730,Massachusetts,2020-05-21,12241.0,2802.0
18306,California,2020-05-20,40843.0,4872.0
17448,Delaware,2020-05-20,1814.0,254.0
12496,Nevada,2020-05-20,3499.0,478.0
18872,Nuevo México,2020-05-20,1250.0,214.0
17516,Wisconsin,2020-05-20,7694.0,562.0
13001,Utah,2020-05-20,2742.0,166.0
18415,Dakota del Norte,2020-05-20,1633.0,70.0
12980,Florida,2020-05-20,19672.0,3424.0
20310,Carolina del Norte,2020-05-20,18019.0,714.0
17461,Arizona,2020-05-20,9053.0,1157.0
17618,Rhode Island,2020-05-20,1781.0,299.0
18016,Tennessee,2020-05-20,12354.0,425.0
18408,Indiana,2020-05-20,8779.0,1135.0
17845,Massachusetts,2020-05-20,12269.0,2889.0
21010,Wyoming,2020-05-20,425.0,15.0
16581,Ohio,2020-05-20,10709.0,1250.0
14470,Washington DC,2020-05-20,2058.0,464.0
21029,Illinois,2020-05-20,16926.0,3112.0
13570,Idaho,2020-05-20,1731.0,28.0
16361,Vermont,2020-05-20,714.0,8.0
20820,Maryland,2020-05-20,7009.0,1888.0
14384,Iowa,2020-05-20,4702.0,376.0
16298,Kansas,2020-05-20,3867.0,253.0
15216,Washington,2020-05-20,7856.0,607.0
12290,Connecticut,2020-05-20,5560.0,1204.0
14722,Míchigan,2020-05-20,10771.0,1311.0
14640,Texas,2020-05-20,29950.0,2360.0
16663,Luisiana,2020-05-20,5277.0,926.0
15541,Nebraska,2020-05-20,2907.0,277.0
11662,Pensilvania,2020-05-20,8574.0,2024.0
20926,Nueva Jersey,2020-05-20,10699.0,3022.0
20522,Virginia,2020-05-20,8032.0,997.0
14578,Islas Virgenes,2020-05-20,62.0,1.0
19665,Oklahoma,2020-05-20,5987.0,319.0
19392,Oregón,2020-05-20,3481.0,159.0
14554,Puerto Rico,2020-05-20,2004.0,111.0
20485,Georgia,2020-05-20,12899.0,1760.0
14836,Nueva York,2020-05-20,25103.0,5580.0
13849,carolina del Sur,2020-05-20,8143.0,478.0
11534,Alabama,2020-05-20,4664.0,377.0
19749,Colorado,2020-05-20,3920.0,408.0
17148,Minnesota,2020-05-20,6806.0,802.0
20216,Misuri,2020-05-20,11246.0,762.0
14290,Kentucky,2020-05-20,6091.0,471.0
8672,Maine,2020-05-20,1756.0,79.0
14108,Arkansas,2020-05-20,4945.0,170.0
20429,Misisipi,2020-05-20,4296.0,573.0
12844,Nuevo Hampshire,2020-05-20,1665.0,126.0
13451,Montana,2020-05-20,1447.0,18.0
18969,Alaska,2020-05-20,857.0,14.0
19354,Virginia Occidental,2020-05-20,3583.0,149.0
16492,Hawái,2020-05-20,1950.0,19.0
21160,Dakota del Sur,2020-05-20,1026.0,86.0
13058,Florida,2020-05-19,19290.0,3338.0
12510,Misuri,2020-05-19,11269.0,762.0
11501,Nueva Jersey,2020-05-19,10475.0,3072.0
17435,Arkansas,2020-05-19,4818.0,206.0
16499,Tennessee,2020-05-19,11964.0,432.0
17771,Virginia Occidental,2020-05-19,3804.0,185.0
19615,Nuevo Hampshire,2020-05-19,1665.0,126.0
11666,Vermont,2020-05-19,708.0,14.0
15238,Minnesota,2020-05-19,6541.0,792.0
20906,Misisipi,2020-05-19,4294.0,580.0
20572,California,2020-05-19,40698.0,4779.0
12100,Alaska,2020-05-19,833.0,22.0
21568,Maine,2020-05-19,1707.0,79.0
19570,Dakota del Sur,2020-05-19,839.0,54.0
19334,Indiana,2020-05-19,8472.0,1190.0
20550,Connecticut,2020-05-19,5756.0,1334.0
12023,Iowa,2020-05-19,4600.0,384.0
14348,Alabama,2020-05-19,4593.0,376.0
15375,Rhode Island,2020-05-19,341.0,35.0
17880,Washington DC,2020-05-19,1984.0,461.0
20761,Oklahoma,2020-05-19,5877.0,329.0
12985,carolina del Sur,2020-05-19,7883.0,476.0
14258,Washington,2020-05-19,8955.0,605.0
14939,Idaho,2020-05-19,1646.0,28.0
17137,Puerto Rico,2020-05-19,2069.0,147.0
21079,Islas Virgenes,2020-05-19,62.0,1.0
19194,Arizona,2020-05-19,8349.0,1098.0
18581,Montana,2020-05-19,1530.0,27.0
16661,Illinois,2020-05-19,15741.0,2996.0
13534,Texas,2020-05-19,29594.0,2440.0
1761,Maryland,2020-05-19,5910.0,1731.0
12324,Wyoming,2020-05-19,428.0,15.0
19026,Virginia,2020-05-19,7923.0,1050.0
12421,Oregón,2020-05-19,3233.0,151.0
19779,Ohio,2020-05-19,10930.0,1318.0
17352,Massachusetts,2020-05-19,12420.0,2968.0
15160,Delaware,2020-05-19,1784.0,264.0
15712,Wisconsin,2020-05-19,7551.0,556.0
16155,Carolina del Norte,2020-05-19,18552.0,721.0
5315,Nuevo México,2020-05-19,1229.0,201.0
16181,Utah,2020-05-19,2678.0,184.0
14725,Dakota del Norte,2020-05-19,1619.0,78.0
13702,Colorado,2020-05-19,3795.0,424.0
17651,Nueva York,2020-05-19,25284.0,5781.0
18547,Hawái,2020-05-19,1963.0,21.0
17441,Nebraska,2020-05-19,2840.0,305.0
17915,Míchigan,2020-05-19,10597.0,1375.0
14637,Luisiana,2020-05-19,5354.0,941.0
13666,Kansas,2020-05-19,3690.0,227.0
20202,Pensilvania,2020-05-19,8941.0,2114.0
12043,Kentucky,2020-05-19,5855.0,505.0
21218,Georgia,2020-05-19,12812.0,1776.0
14265,Nevada,2020-05-19,3501.0,439.0
21378,Florida,2020-05-18,19084.0,3316.0
19843,Nuevo México,2020-05-18,1183.0,214.0
16813,Míchigan,2020-05-18,10368.0,1331.0
12946,Ohio,2020-05-18,9514.0,944.0
20831,Virginia,2020-05-18,7401.0,846.0
14971,Nueva York,2020-05-18,24650.0,6110.0
14316,Pensilvania,2020-05-18,8867.0,2157.0
16689,Texas,2020-05-18,27007.0,2378.0
14533,Arkansas,2020-05-18,4597.0,194.0
21363,Maine,2020-05-18,1661.0,73.0
18064,Delaware,2020-05-18,1758.0,267.0
13293,Georgia,2020-05-18,11350.0,1813.0
19504,Kentucky,2020-05-18,6432.0,489.0
20661,California,2020-05-18,38213.0,4521.0
19762,Washington,2020-05-18,9735.0,607.0
17834,Utah,2020-05-18,2370.0,205.0
21335,Montana,2020-05-18,1477.0,22.0
14262,Tennessee,2020-05-18,11245.0,421.0
17700,Nebraska,2020-05-18,2799.0,289.0
18338,Misisipi,2020-05-18,4039.0,564.0
18626,Rhode Island,2020-05-18,1666.0,300.0
16994,Colorado,2020-05-18,3434.0,426.0
11728,Carolina del Norte,2020-05-18,18414.0,726.0
17671,Alabama,2020-05-18,4259.0,392.0
17028,Nevada,2020-05-18,3127.0,482.0
17656,Wisconsin,2020-05-18,7287.0,560.0
13694,Dakota del Sur,2020-05-18,1049.0,81.0
20441,Oklahoma,2020-05-18,5537.0,305.0
15937,Misuri,2020-05-18,10757.0,818.0
13546,Wyoming,2020-05-18,405.0,15.0
12381,Kansas,2020-05-18,3051.0,208.0
16004,Washington DC,2020-05-18,1926.0,486.0
13494,Minnesota,2020-05-18,6202.0,755.0
16206,Virginia Occidental,2020-05-18,3685.0,172.0
19747,Islas Virgenes,2020-05-18,58.0,1.0
16132,Puerto Rico,2020-05-18,2034.0,114.0
16168,Iowa,2020-05-18,4376.0,366.0
12907,Maryland,2020-05-18,6691.0,2014.0
11713,Vermont,2020-05-18,682.0,15.0
20876,carolina del Sur,2020-05-18,7357.0,470.0
18963,Oregón,2020-05-18,2932.0,114.0
17748,Luisiana,2020-05-18,4915.0,979.0
18207,Nuevo Hampshire,2020-05-18,1571.0,138.0
18266,Idaho,2020-05-18,1545.0,30.0
20913,Illinois,2020-05-18,15674.0,3053.0
13979,Connecticut,2020-05-18,5741.0,1375.0
14070,Hawái,2020-05-18,1914.0,11.0
12341,Nueva Jersey,2020-05-18,10384.0,3153.0
14001,Dakota del Norte,2020-05-18,1430.0,69.0
20137,Indiana,2020-05-18,7749.0,1170.0
20058,Alaska,2020-05-18,798.0,12.0
15318,Massachusetts,2020-05-18,12335.0,3000.0
12853,Arizona,2020-05-18,8024.0,1128.0
21084,Misisipi,2020-05-17,3757.0,548.0
14981,Wisconsin,2020-05-17,7338.0,492.0
15205,Míchigan,2020-05-17,9670.0,1230.0
21041,Wyoming,2020-05-17,414.0,31.0
20855,Maryland,2020-05-17,6704.0,2001.0
17780,Kansas,2020-05-17,2327.0,194.0
16501,Delaware,2020-05-17,1715.0,271.0
20336,Nuevo México,2020-05-17,1148.0,204.0
15047,Idaho,2020-05-17,1453.0,27.0
21178,Oregón,2020-05-17,2907.0,123.0
21173,Indiana,2020-05-17,7038.0,1159.0
15566,Nuevo Hampshire,2020-05-17,1569.0,157.0
15102,Puerto Rico,2020-05-17,2123.0,275.0
19228,Hawái,2020-05-17,1874.0,7.0
19258,carolina del Sur,2020-05-17,7274.0,439.0
15762,Ohio,2020-05-17,7860.0,629.0
15707,Kentucky,2020-05-17,6395.0,546.0
13097,Virginia,2020-05-17,7193.0,769.0
15466,Washington,2020-05-17,9288.0,600.0
16529,Rhode Island,2020-05-17,1688.0,326.0
19366,Misuri,2020-05-17,9894.0,745.0
15503,Arizona,2020-05-17,7962.0,1052.0
15587,Luisiana,2020-05-17,4449.0,987.0
12441,Nueva York,2020-05-17,23831.0,5966.0
14734,Utah,2020-05-17,2423.0,170.0
18728,Montana,2020-05-17,1326.0,12.0
18359,Virginia Occidental,2020-05-17,3519.0,161.0
19563,Florida,2020-05-17,17344.0,3178.0
13088,Arkansas,2020-05-17,4357.0,153.0
21585,Colorado,2020-05-17,3367.0,387.0
18482,Oklahoma,2020-05-17,4592.0,265.0
19973,Dakota del Norte,2020-05-17,1423.0,64.0
17962,Nevada,2020-05-17,3327.0,476.0
20435,Alaska,2020-05-17,765.0,9.0
17079,Iowa,2020-05-17,4217.0,380.0
13793,Maine,2020-05-17,1639.0,61.0
18585,California,2020-05-17,38612.0,4545.0
13779,Nueva Jersey,2020-05-17,10678.0,3287.0
17230,Texas,2020-05-17,26333.0,2190.0
13589,Illinois,2020-05-17,14714.0,3047.0
17279,Minnesota,2020-05-17,6103.0,625.0
18403,Alabama,2020-05-17,4260.0,376.0
11951,Carolina del Norte,2020-05-17,17998.0,636.0
17940,Massachusetts,2020-05-17,12476.0,3051.0
21370,Dakota del Sur,2020-05-17,1006.0,84.0
19645,Tennessee,2020-05-17,11185.0,395.0
14846,Washington DC,2020-05-17,1753.0,463.0
21577,Islas Virgenes,2020-05-17,65.0,1.0
17925,Vermont,2020-05-17,655.0,13.0
17281,Nebraska,2020-05-17,2748.0,291.0
11813,Georgia,2020-05-17,12248.0,1689.0
11848,Pensilvania,2020-05-17,8189.0,2152.0
12509,Connecticut,2020-05-17,5761.0,1330.0
19827,Dakota del Sur,2020-05-16,848.0,51.0
12099,Maine,2020-05-16,1677.0,84.0
16922,Pensilvania,2020-05-16,8171.0,2191.0
15502,Massachusetts,2020-05-16,12591.0,3206.0
12351,Tennessee,2020-05-16,11467.0,399.0
13567,Nueva Jersey,2020-05-16,5995.0,3777.0
11675,Hawái,2020-05-16,1955.0,14.0
17701,Arkansas,2020-05-16,4549.0,174.0
17253,Dakota del Norte,2020-05-16,1387.0,62.0
17750,carolina del Sur,2020-05-16,7404.0,448.0
18841,Luisiana,2020-05-16,4670.0,1008.0
20288,Misisipi,2020-05-16,3967.0,554.0
21439,Kentucky,2020-05-16,6613.0,511.0
18589,Nevada,2020-05-16,3391.0,487.0
15703,Rhode Island,2020-05-16,486.0,32.0
13718,Wyoming,2020-05-16,431.0,29.0
17648,Florida,2020-05-16,17743.0,3219.0
15704,Nuevo Hampshire,2020-05-16,1774.0,162.0
20019,Georgia,2020-05-16,12256.0,1703.0
18140,Illinois,2020-05-16,16157.0,3239.0
11564,California,2020-05-16,39672.0,4504.0
15041,Texas,2020-05-16,29073.0,2549.0
9174,Montana,2020-05-16,1275.0,14.0
16096,Connecticut,2020-05-16,5812.0,1386.0
20790,Idaho,2020-05-16,1485.0,20.0
19183,Nuevo México,2020-05-16,1158.0,211.0
11899,Vermont,2020-05-16,672.0,17.0
14766,Washington DC,2020-05-16,1206.0,312.0
18523,Colorado,2020-05-16,5712.0,729.0
14177,Islas Virgenes,2020-05-16,56.0,2.0
17859,Misuri,2020-05-16,10118.0,760.0
17359,Minnesota,2020-05-16,6436.0,677.0
17866,Virginia,2020-05-16,7389.0,1504.0
20778,Oklahoma,2020-05-16,4685.0,264.0
18539,Wisconsin,2020-05-16,7583.0,478.0
13388,Maryland,2020-05-16,6746.0,1998.0
12681,Ohio,2020-05-16,11367.0,1638.0
14569,Iowa,2020-05-16,4330.0,362.0
18433,Nebraska,2020-05-16,2819.0,283.0
14221,Carolina del Norte,2020-05-16,18112.0,658.0
16050,Indiana,2020-05-16,7688.0,1129.0
11519,Kansas,2020-05-16,2499.0,219.0
19119,Arizona,2020-05-16,8084.0,1023.0
13502,Alaska,2020-05-16,854.0,15.0
14315,Míchigan,2020-05-16,10858.0,1387.0
20848,Utah,2020-05-16,2450.0,207.0
14309,Alabama,2020-05-16,4340.0,375.0
16057,Virginia Occidental,2020-05-16,3633.0,166.0
15259,Delaware,2020-05-16,1748.0,267.0
21543,Washington,2020-05-16,9614.0,610.0
16030,Nueva York,2020-05-16,25227.0,7580.0
12939,Puerto Rico,2020-05-16,2147.0,338.0
14226,Oregón,2020-05-16,3076.0,176.0
13361,Oklahoma,2020-05-15,5734.0,292.0
11991,Alaska,2020-05-15,776.0,5.0
20442,Misuri,2020-05-15,10960.0,816.0
19227,Maine,2020-05-15,1761.0,71.0
15936,Idaho,2020-05-15,1627.0,27.0
12126,Colorado,2020-05-15,6128.0,770.0
14911,Kansas,2020-05-15,3235.0,221.0
11782,Oregón,2020-05-15,3223.0,170.0
14273,Luisiana,2020-05-15,5450.0,1049.0
19455,Hawái,2020-05-15,1690.0,17.0
21504,Indiana,2020-05-15,8585.0,1238.0
14865,Nevada,2020-05-15,3668.0,498.0
17949,Rhode Island,2020-05-15,1880.0,320.0
15028,Vermont,2020-05-15,663.0,14.0
15045,Pensilvania,2020-05-15,8856.0,2301.0
13223,Carolina del Norte,2020-05-15,17906.0,662.0
14763,Connecticut,2020-05-15,5907.0,1435.0
20303,Tennessee,2020-05-15,11948.0,404.0
15187,Utah,2020-05-15,2934.0,237.0
18020,Nebraska,2020-05-15,2801.0,335.0
18713,Misisipi,2020-05-15,4283.0,617.0
14345,Wisconsin,2020-05-15,7668.0,506.0
15262,Florida,2020-05-15,18709.0,3216.0
13723,Virginia,2020-05-15,8106.0,1599.0
18113,Arizona,2020-05-15,7731.0,1172.0
17766,Puerto Rico,2020-05-15,2428.0,371.0
15382,Arkansas,2020-05-15,4971.0,180.0
20160,California,2020-05-15,41472.0,4587.0
11639,Nuevo México,2020-05-15,1386.0,312.0
13946,Alabama,2020-05-15,4540.0,382.0
20917,Maryland,2020-05-15,6966.0,1919.0
18309,Delaware,2020-05-15,1820.0,274.0
15555,carolina del Sur,2020-05-15,7800.0,468.0
13841,Nueva Jersey,2020-05-15,6303.0,4138.0
15584,Montana,2020-05-15,1612.0,30.0
11712,Georgia,2020-05-15,12141.0,1770.0
19697,Ohio,2020-05-15,11846.0,1620.0
17496,Washington DC,2020-05-15,1988.0,490.0
15084,Minnesota,2020-05-15,6691.0,708.0
12408,Míchigan,2020-05-15,11349.0,1465.0
17221,Texas,2020-05-15,32224.0,3073.0
19845,Dakota del Norte,2020-05-15,1494.0,75.0
17384,Washington,2020-05-15,9840.0,635.0
21235,Islas Virgenes,2020-05-15,54.0,1.0
16964,Massachusetts,2020-05-15,12750.0,3255.0
16269,Nuevo Hampshire,2020-05-15,1893.0,178.0
16982,Kentucky,2020-05-15,6677.0,500.0
16923,Nueva York,2020-05-15,26248.0,7758.0
16583,Wyoming,2020-05-15,565.0,31.0
18937,Iowa,2020-05-15,4587.0,379.0
13030,Illinois,2020-05-15,17184.0,3290.0
16745,Virginia Occidental,2020-05-15,3658.0,150.0
13115,Dakota del Sur,2020-05-15,1124.0,81.0
11832,Nuevo México,2020-05-14,1382.0,285.0
4614,Vermont,2020-05-14,671.0,13.0
19618,Alaska,2020-05-14,886.0,12.0
17593,Oklahoma,2020-05-14,5896.0,307.0
16034,Texas,2020-05-14,32371.0,3122.0
13606,Tennessee,2020-05-14,12554.0,553.0
14942,Kentucky,2020-05-14,7032.0,522.0
20972,Arizona,2020-05-14,7740.0,1012.0
16243,Maryland,2020-05-14,6995.0,2007.0
18356,Massachusetts,2020-05-14,12412.0,3287.0
19541,Nueva Jersey,2020-05-14,6461.0,4179.0
13449,Georgia,2020-05-14,12538.0,1852.0
19105,Indiana,2020-05-14,8724.0,1298.0
14705,Arkansas,2020-05-14,4895.0,172.0
13492,Misisipi,2020-05-14,4359.0,622.0
15594,Misuri,2020-05-14,11073.0,833.0
20297,Ohio,2020-05-14,11784.0,1644.0
17928,Wisconsin,2020-05-14,7389.0,469.0
17440,Washington,2020-05-14,9958.0,680.0
15246,Nueva York,2020-05-14,26324.0,7875.0
20320,Washington DC,2020-05-14,1951.0,484.0
20760,Virginia,2020-05-14,8027.0,1566.0
17727,Virginia Occidental,2020-05-14,3745.0,132.0
11579,Dakota del Sur,2020-05-14,1005.0,93.0
16786,Idaho,2020-05-14,1675.0,20.0
18187,Rhode Island,2020-05-14,1910.0,337.0
20997,Montana,2020-05-14,1669.0,31.0
16193,Florida,2020-05-14,14797.0,2762.0
20536,Míchigan,2020-05-14,12981.0,1735.0
18291,Delaware,2020-05-14,1820.0,291.0
17655,Minnesota,2020-05-14,6587.0,696.0
12174,Hawái,2020-05-14,2056.0,17.0
16474,Dakota del Norte,2020-05-14,1543.0,89.0
13040,Maine,2020-05-14,1668.0,61.0
17328,Luisiana,2020-05-14,5531.0,1063.0
14093,Carolina del Norte,2020-05-14,18000.0,657.0
17763,Utah,2020-05-14,2937.0,196.0
19229,Illinois,2020-05-14,17221.0,3540.0
15511,Nebraska,2020-05-14,2725.0,287.0
12104,Islas Virgenes,2020-05-14,60.0,1.0
18561,Nuevo Hampshire,2020-05-14,1865.0,140.0
12239,Pensilvania,2020-05-14,9000.0,2285.0
12461,Alabama,2020-05-14,4977.0,392.0
15656,Colorado,2020-05-14,6232.0,764.0
12940,Connecticut,2020-05-14,5869.0,1475.0
15115,Iowa,2020-05-14,4576.0,375.0
14736,Nevada,2020-05-14,3607.0,513.0
18990,California,2020-05-14,41121.0,4777.0
12039,Kansas,2020-05-14,3245.0,195.0
14674,Wyoming,2020-05-14,585.0,28.0
16102,carolina del Sur,2020-05-14,7903.0,468.0
20861,Puerto Rico,2020-05-14,2362.0,372.0
14230,Oregón,2020-05-14,3237.0,194.0
20176,Nevada,2020-05-13,3641.0,561.0
13559,California,2020-05-13,41075.0,4890.0
20771,Luisiana,2020-05-13,5420.0,1086.0
14784,Kansas,2020-05-13,3691.0,219.0
18698,Virginia Occidental,2020-05-13,3731.0,147.0
11739,Alaska,2020-05-13,844.0,21.0
21510,Misisipi,2020-05-13,4369.0,618.0
20455,Wisconsin,2020-05-13,7424.0,495.0
19019,carolina del Sur,2020-05-13,7810.0,504.0
12634,Washington,2020-05-13,9631.0,695.0
16296,Rhode Island,2020-05-13,1847.0,351.0
12025,Montana,2020-05-13,1660.0,24.0
15689,Idaho,2020-05-13,1632.0,21.0
19614,Oregón,2020-05-13,3119.0,192.0
17045,Utah,2020-05-13,2697.0,229.0
13657,Oklahoma,2020-05-13,5925.0,313.0
21392,Colorado,2020-05-13,6098.0,786.0
11795,Maine,2020-05-13,1706.0,65.0
15651,Wyoming,2020-05-13,543.0,31.0
17099,Indiana,2020-05-13,8633.0,1342.0
14759,Nueva Jersey,2020-05-13,6410.0,4194.0
12414,Kentucky,2020-05-13,6825.0,491.0
11823,Nuevo México,2020-05-13,1368.0,286.0
18406,Arkansas,2020-05-13,4633.0,157.0
20159,Illinois,2020-05-13,17465.0,3603.0
15448,Ohio,2020-05-13,11767.0,1739.0
19158,Dakota del Sur,2020-05-13,1134.0,87.0
15344,Arizona,2020-05-13,6225.0,1017.0
18828,Washington DC,2020-05-13,2018.0,494.0
16062,Delaware,2020-05-13,1804.0,295.0
17791,Massachusetts,2020-05-13,12356.0,3424.0
18564,Virginia,2020-05-13,8013.0,1591.0
13819,Míchigan,2020-05-13,12926.0,1784.0
13931,Carolina del Norte,2020-05-13,17415.0,652.0
18822,Florida,2020-05-13,18674.0,3410.0
19639,Georgia,2020-05-13,12471.0,1820.0
12380,Tennessee,2020-05-13,12676.0,536.0
18196,Nebraska,2020-05-13,2734.0,282.0
16755,Islas Virgenes,2020-05-13,60.0,2.0
16134,Connecticut,2020-05-13,5728.0,1595.0
17839,Nueva York,2020-05-13,26412.0,8040.0
11577,Hawái,2020-05-13,2028.0,10.0
14086,Maryland,2020-05-13,7038.0,2013.0
15924,Minnesota,2020-05-13,6413.0,749.0
15053,Vermont,2020-05-13,684.0,15.0
14371,Pensilvania,2020-05-13,8921.0,2378.0
14263,Texas,2020-05-13,31940.0,3014.0
15468,Dakota del Norte,2020-05-13,1546.0,72.0
16941,Puerto Rico,2020-05-13,2260.0,370.0
17123,Nuevo Hampshire,2020-05-13,1912.0,184.0
19460,Alabama,2020-05-13,4886.0,405.0
12909,Iowa,2020-05-13,4523.0,401.0
18193,Misuri,2020-05-13,10676.0,815.0
19086,Misisipi,2020-05-12,4221.0,633.0
20376,Vermont,2020-05-12,676.0,20.0
14923,Arkansas,2020-05-12,4720.0,160.0
13045,Indiana,2020-05-12,8461.0,1324.0
18669,Ohio,2020-05-12,11366.0,1779.0
12261,Tennessee,2020-05-12,12222.0,500.0
13233,Alaska,2020-05-12,784.0,7.0
19363,Delaware,2020-05-12,1697.0,331.0
12621,Nevada,2020-05-12,3618.0,584.0
15637,Nueva York,2020-05-12,26391.0,8237.0
13848,Georgia,2020-05-12,11224.0,1862.0
8043,Dakota del Norte,2020-05-12,1446.0,73.0
17012,Montana,2020-05-12,1490.0,19.0
14802,Washington,2020-05-12,9325.0,716.0
18890,Arizona,2020-05-12,6841.0,1124.0
15564,Nueva Jersey,2020-05-12,6484.0,4247.0
16930,Washington DC,2020-05-12,1982.0,522.0
18627,Maryland,2020-05-12,6994.0,2078.0
19718,Texas,2020-05-12,30744.0,2987.0
11660,Colorado,2020-05-12,5999.0,789.0
16329,carolina del Sur,2020-05-12,7612.0,496.0
14956,Pensilvania,2020-05-12,10162.0,2848.0
16853,Puerto Rico,2020-05-12,2031.0,209.0
14961,Carolina del Norte,2020-05-12,17731.0,676.0
20939,California,2020-05-12,40955.0,4787.0
8909,Hawái,2020-05-12,1649.0,48.0
19304,Rhode Island,2020-05-12,1833.0,363.0
15599,Kentucky,2020-05-12,7153.0,575.0
12335,Islas Virgenes,2020-05-12,60.0,2.0
15946,Florida,2020-05-12,20698.0,3738.0
12279,Alabama,2020-05-12,4813.0,406.0
20989,Oklahoma,2020-05-12,5659.0,318.0
17862,Idaho,2020-05-12,1572.0,34.0
12041,Oregón,2020-05-12,3264.0,192.0
18859,Nuevo Hampshire,2020-05-12,1831.0,159.0
13564,Virginia Occidental,2020-05-12,3605.0,148.0
14502,Connecticut,2020-05-12,5735.0,1622.0
12832,Nuevo México,2020-05-12,1250.0,262.0
15805,Illinois,2020-05-12,17017.0,3601.0
17988,Luisiana,2020-05-12,5534.0,1230.0
16754,Misuri,2020-05-12,10895.0,842.0
20979,Nebraska,2020-05-12,2591.0,310.0
